#VALIDAÇÃO	Update
neutro	legal esses figurantes que aparecem nos 3 primeiros capítulos e depois só aparecem fazendo uma historinha no meio da trama #amoràvida
positivo	Mano mto foda..Tou quase chorando com essa novela #AmorAVida
neutro	Maria Maya certamente fez um estágio com a Carminha #amoravida #oioioi
positivo	Maria Maya dando show em #AmorAVida
neutro	"MARRRRRRRR GENTE essa novela tá muito coisada , #AmorAVida"
neutro	"Mas é um fato: Motel é muito sem ""magia""... por isso q adoro a escada, dispensa, sala, mesa e etc da minha casa. #AmorAVida"
neutro	Michel cara de pau kkkk #amoràvida
neutro	Michel e Patricia não sabem que existe motel??????? #AmorAVida
neutro	Michel mais a Patricia não conhece MOTEL não.#AmorAVida
positivo	Michel seu lindo <33 #AmorAVida
neutro	Motel sem magia??? Transar dentro de um carro no estacionamento tem toda magia do mundo neh!!! #AmorAVida  incoerente 2
neutro	Não existem moteis no Rio? #AmorAVida
neutro	"Não sei como conseguem assistir essa novela amor a vida . Globo e suas novelas, cada vez pior"
neutro	"Nao tem avião pra ir de sp pra rj , mas tem avião pra ir pro Peru , e só novela da globo mesmo --' #AmoraVida"
neutro	Não tem dinheiro para um motel? #AmoràVida
neutro	No face — assistindo Amor à Vida
neutro	Nunca vii abertura de novela mais lindaa :) 1° veez que vi ... #amoravida
neutro	O Félix não nasceu pra ser vilão.  #AmoràVida
neutro	O hospital tá mandando o salário do Michel direto pra Cuba? pq porra eles não podem ir pra um motel? #amoràvida
negativo	"O nome Amor a Vida tem nada a ver com a novela , devia ter o nome : Não tem amor á vida ''"
neutro	"O pessoal reclama de arma química na Síria, mas “Amor à vida” afeta mais pessoas e ninguém fala nada."
negativo	"O tema sexo em vários capítulos de amor à vida, não se explica na trama. Não sou moralista, odeio essa posição, controle remoto é seu."
neutro	Olha a Dona Redonda de #AmorAVida
neutro	"Olha quem chegou, o Schwarzenegger disfarçado de mulher em Total Recall #AmorAVida"
neutro	Omg vai começar amor a vida já ?!
neutro	"Palestinos X Judeus ..q tema, heim? Enquanto a autista tá esquecida! #amoravida"
neutro	"Para de rodar, kct! #AmorAVida"
neutro	Patrícia e Michel fazem parte da cota de transa da novela. #AmoràVida
neutro	"Patrícia e Michel poderia se envolver com algo mais legal, essa repetência insana já tá ficando chata! #AmoràVida"
neutro	Patricia é uma safada tss kk #amoravida
neutro	patricia vai comprar a gorda com chocolate #amoravida
neutro	"Patrícia, já ouviu falar em um estabelecimento chamado MOTEL ? #AmorAVida #GetGlue http://gtg.lu/15rnb9T ( http://getglue.com/tv_shows/amor_vida?s=twsa&ref=maximiliano_ferreira )"
neutro	Pediu a bênção e tudo... kkkkkk #AmorAVida
neutro	Pessoa com labirintite num consegue ver essa cena não. #amoravida
neutro	Pode deixar que eu compro minha passagem em 12 vezes kkkkkkk #DerrotaGold #AmorAVida
neutro	Por que a Patricia tem tanta aversão a motel? #AmorAVida
neutro	Pra que existe motel Walcyr Carrasco né #amoravida
neutro	"Prezados Patricia e Michel, vcs conhecem uma coisa chamada ""Motel""? #amoravida"
neutro	PSC = Partido Só Cuzão #AmorAVida
neutro	qd precisa de favor ée pezinha nee kkkkkk #amoravida
neutro	qual o problema de ir pro motel? #amoravida
neutro	que nojo dessa mulher #amoravida
neutro	QUE NOVELA É ESSA ? #AmoràVida #CHUPARECALQUE
negativo	Que novela sem noção #AmoràVida
neutro	Quero só ver segunda-feira que vem esse povo que comenta #AmorAVida comentando #Rebelde no lugar (tipo eu assim)
neutro	Rsrsrsrssrs muito ordinários !!! #AmorAVida
neutro	"RT @_OdeteRoitman_: Essa biskat é tao prostipiravagaranha sempre e se recusa ir em motel! Colé, Walcyr? #amoravida"
neutro	"RT @AnahiWordBr: Até parece que vou deixar de ver Rebelde pra ver Amor a vida, nem fudendo!!!! Rebelde é vida!!!"
neutro	"RT @CalcinhasNoBox: Tb me vendo por um bom chocolate. Te entendo, viu Perséfone. #amoravida"
neutro	"RT @CalcinhasNoBox: Tb me vendo por um bom chocolate. Te entendo, viu Perséfone. #amoravida"
neutro	"RT @DaniBotan: Mas é um fato: Motel é muito sem ""magia""... por isso q adoro a escada, dispensa, sala, mesa e etc da minha casa. #AmorAVida"
neutro	RT @dileymaconha: ai essa gorda da novela já ta irritando alguém arruma um pinto de borracha pra ela credo #amoravida
neutro	RT @dudupacheco: Esse papo de motel reflete trauma do escrevedor #AmorAVida
neutro	"RT @erreoliveira: eu n entendo o que Ana Carolina fala ""SEEEI QUE FUI ROMANTICASQUECIDA"" OI? #amoravida"
neutro	"RT @estev4anna: amor a vida foi esticada até o dia 17 de janeiro, vou morrer"
positivo	RT @EuPedroBial: Morro de rir com a Patricia e o Michel hahaha #amoravida
neutro	RT @FelipeTitto: Ahhh Perséfone segura q agora vaiiiiii..... Rsrsrs @Fkarla e rodrigoandrade7 @ Estudio C (amor a vida) http://instagram.com/p/dfTwU2zLDZ/
neutro	RT @fernandafery: Essa imagem girando não tá boa! Já to enjoada!  #amoravida
negativo	RT @Franklincarvlho: Esaa novela amor a vida ta me enchendo os pacová já pqp
negativo	RT @Galisteu0ficiaI: A Patricia e o Michel já tao virando apelação #AmorAVida
neutro	RT @GIauceVeneno: Cade Muricy pra dar um jeito no Adauto? #amoravida
neutro	RT @idobeliverbd: Rebelde segunda feira vai acabar com a audiencia de amor a vida kkkk kgay #7DiasParaRebeldeNoSBT
neutro	RT @Irisvania4: pense numa novela #AmoraVida
neutro	RT @jfacaadiferenca: Assistindo #AmorAVida!!   @rede_globo
neutro	RT @jufurtado9: Ai gte que vergonha dessa novela #AmorAVida
neutro	RT @LeoDias_: Que dificuldade é essa para encontrar um lugar pra transar? #AmorAVida
neutro	RT @LeoDias_: Que dificuldade é essa para encontrar um lugar pra transar? #AmorAVida
neutro	RT @LuizHalan: Status: desconfiando que eu também sou de origem de uma familia rica mas meu tio do mau me jogou em uma caçamba de lixo #AmorAVida
negativo	"RT @MainyMedeiros: Michel é de longe o pior papel do Caio Castro, lógico que ele é lindo, mas ele e a Patricia são desnecessários. Minha opinião. #AmoràVida"
neutro	"RT @mordomoeugenio: Olha quem chegou, o Schwarzenegger disfarçado de mulher em Total Recall #AmorAVida"
neutro	RT @Mulher_doMP: Atenção meu marido em cena #AmoraVida
neutro	RT @Myerson_: Pura verdade! Os filhos homens amam as mães. #amoravida
neutro	"RT @oedualmeida: ""Ex amiga é pior que pizza fria."" Levei pra vida #AmorAVida"
negativo	RT @OiKiridinha: Toda vez que ouço a abertura de amor à vida me da uma vontade de desistir da vida.
negativo	RT @OiKiridinha: Toda vez que ouço a abertura de amor à vida me da uma vontade de desistir da vida.
negativo	RT @OiKiridinha: Toda vez que ouço a abertura de amor à vida me da uma vontade de desistir da vida.
negativo	RT @OiKiridinha: Toda vez que ouço a abertura de amor à vida me da uma vontade de desistir da vida.
negativo	RT @OiKiridinha: Toda vez que ouço a abertura de amor à vida me da uma vontade de desistir da vida.
negativo	RT @OiKiridinha: Toda vez que ouço a abertura de amor à vida me da uma vontade de desistir da vida.
neutro	"RT @OlaCaique: Chega de drama, queremos ver o Caio Castro de cueca. #AmorAVida"
neutro	RT @OopsAnahi: Amor à vida é legal mas...A partir do dia 02 de setembro só vai dar Rebelde no SBT. #EspecialRBD30deAgostoNoSBT
neutro	RT @Pequenoprinceso: daqui a pouco vc pesquisa o nome do caio castro no wikipedia e aparece que ele é ator porno pq ele só aparece em amor à vida transando
neutro	RT @Pequenoprinceso: daqui a pouco vc pesquisa o nome do caio castro no wikipedia e aparece que ele é ator porno pq ele só aparece em amor à vida transando
neutro	RT @Quifera: Fecharam os motéis de SP? Ou o médico nao tem dinheiro? #amoravida
neutro	RT @Quifera: Fecharam os motéis de SP? Ou o médico nao tem dinheiro? #amoravida
neutro	RT @radiatemaite: essas pessoas que tão reclamando do horário de rebelde por que querem assistir amor a vida vão tomar no cu né
negativo	RT @RealMORTE: “Amor à vida” me dá vontade de matar um.
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	RT @RealMORTE: Lógica em “Amor à vida” ☑Check!
negativo	"RT @realmorte: O pessoal reclama de arma química na Síria, mas “Amor à vida” afeta mais pessoas e ninguém fala nada."
neutro	"RT @rede_globo: ""Me empresta seu apê?"" Patrícia é super objetiva, né gente? Será que a Pê vai emprestar? #AmoràVida"
positivo	RT @SabrinaSatoMusa: Ex-amiga é pior que pizza fria. kkkkkkkkkk #AmorAVida
neutro	RT @SabrinaSatoMusa: Pegadinha do Malandro Ié Ié #AmorAVida
neutro	RT @SabrinaSatoMusa: Pegadinha do Malandro Ié Ié #AmorAVida
neutro	"RT @suachacrete: A vida da patricia se resume em dar, e pensar em dar #amoravida"
neutro	"RT @TalitaTilieri: Prezados Patricia e Michel, vcs conhecem uma coisa chamada ""Motel""? #amoravida"
neutro	"RT @TalitaTilieri: Prezados Patricia e Michel, vcs conhecem uma coisa chamada ""Motel""? #amoravida"
neutro	"RT @TamaraSobraI: Esse lugar meu faz lembrar os primeiros capítulos, sdds <3 #AmoràVida"
neutro	RT @tocontigo: Parabéns! Suzana Vieira ganha festa nos bastidores de #AmoràVida http://abr.ai/13UgyhZ ( http://contigo.abril.com.br/noticias/parabens-suzana-vieira-ganha-festa-nos-bastidores-de-amor-vida?utm_source=redesabril_contigo&utm_medium=twitter&utm_campaign=redesabril_contigo&utm_content=dlvrit_geral_noticias )
neutro	"RT @vickhouzam: Perséfone, ela te deu uma caixa de Lindt. Você vai fazer o favor que ela quiser em troca, porque É UMA CAIXA DE LINDT. #amoravida"
neutro	RT @victorsarro: Que doutor eh esse que não tem dinheiro pra pagar um motel gente? #AmorAVida
neutro	"RT @ZAMENZA: ""Aquela Joana é uma vaca falsa!"" ""Joana, aquela enfermeira que cuidou de mim? Ela é uma vaca?"" ""Não, brincadeira. Amiga!"" hahaha #AmoràVida"
neutro	"RT @ZAMENZA: César é daqueles que acham uma pouca vergonha homossexuais se agarrarem em público, mas acha normal os héteros ficarem se pegando.#AmoràVida"
neutro	"RT @ZAMENZA: Patrícia não gosta de motel porque não tem ""magia"". Claro, ficar se chupando no corredor de um hospital deve ser muito mágico...#AmoràVida"
neutro	"RT @ZAMENZA: Patrícia não gosta de motel porque não tem ""magia"". Claro, ficar se chupando no corredor de um hospital deve ser muito mágico...#AmoràVida"
negativo	RT “@RealMORTE: Lógica em “Amor à vida” ☑Check!”
neutro	Será que a novela bate recorde hoje? #AmorAVida
neutro	Sério que a polícia federal acreditou na peruca da mulher? #AmoràVida
neutro	So na novela q a pessoa nao vai chamar a atencao de cadeira de rodas! #AmorAVida
neutro	"Só prq eu ia falar isso,pra eles ficarem em hoteis diferentes #AmoràVida"
neutro	Spoiler: Eles vão conseguir embarcar tranquilamente #amoravida
neutro	Status : Félix ficando pobre! #AmoràVida
neutro	"Ta ruim pros médicos brasileiro mesmo, não tão tendo dinheiro nem para pagar o motel em #AmoràVida #setaruimpraelesimaginapranós"
neutro	"Tá um pouquinho gorda, rs. #AmoràVida"
neutro	"Tadinho, todo mundo quer extorquir o Félix #AmorAVida"
neutro	"Tb me vendo por um bom chocolate. Te entendo, viu Perséfone. #amoravida"
neutro	"tl ta parada por causa da novela ""amor a vida"" cade o amor pelo twitter ? ..seus falsos KKKK"
neutro	"Tô ""garrando"" uma raiva dessa novela! Vilões se dando bem e bonzinhos se ferrando. #AmorAVida"
positivo	"To doida p ver a novela hj, ta top 👌 #amoravida"
neutro	To olhando amor a vida
negativo	To tonto com essa filmagem. #amoravida
neutro	To vendo a novelinha haha #amoravida
neutro	to vendo amor a vida agora ><
neutro	Vai começar Maria Casadevall #amoravida
neutro	"velho, amor a vida ta demais"
neutro	vendo amor a vida
neutro	Ver #Amoràvida e parti pra cama !
neutro	Viajar para o Peru é muito fácil pelo visto. Embarcou todo mundo com passaporte falso. #AmoràVida
neutro	"vou ver amor a vida, bye"
negativo	"Walcyr achando que estamos nas novelas da record, a barriguda cai de um penhasco e continua viva. #amoràvida"
neutro	Wholf Maya não está mais dando aulas de interpretação? #AmorAVida
neutro	"- Assistindo Amor a vida , Com Meu Mo Camila Dourado . veio Me vee pq tav Doentee .	"
neutro	"- Eu sou a INTELIGÊNCIA pura! :D  •• AMOR A VIDA'	"
neutro	"""Amor a vida"" A inteligência pura, estar gravida e vai contar para o noivo estéril que estar gravida no dia do casamento!!!! só novela mesmo	"
neutro	"""Aposto q vai nascer uma palhacinha!!""....rsrsrsrsrsrs     Amor a Vida	"
neutro	"""É como se diz ""amor a vida""primeiro agente tenke ser amar a minha  pra depois amar  a vida dos outros esse lema eu ja aprend do valor em mim antes de pensa em dar valor nos outros ""..........	"
neutro	"""percebi seus olhares..."" ""que olhares?.....eu devia estar vesgo""...... (Amor a Vida-Felix e Eron)	"
neutro	"# Amor a Vida, não me incomodem! <u.ú aksopakosa	"
positivo	"#AMOR A VIDA# raxo com o FELIX	"
neutro	"#Boanoitegalera# Sttskquem ta vendo amor a vida...da um curte ae	"
neutro	"#partiu assistir amor a vida kkkkk	"
neutro	"#partiu#assistir Amor a Vida..	"
neutro	"...E as mulheres de Amor a vida tudo se apaixonando por gays....  Será que procede produção????	"
neutro	"\./ amor a vida #assistir	"
neutro	"“Medo pra quê? Desistir fácil é pra quem tem pouco amor a vida. Eu não tenho medo de cair, se eu cair eu levanto ué, eu tinha medo de andar e hoje em dia eu corro.”	"
neutro	"“Não faz sentido olhar para trás e pensar: devia ter feito isso ou aquilo, devia ter estado lá. Isso não importa. Vamos viver o hoje e inventar o amanhã o passado ja passou oque nos resta é fazer um presente  e um futuro diferente !                  ''Amor A vida''                     ''Busque a Felicidade''  #BomFin #DeTarde  #BoloeChimaCoCo #Com #AsGatas	"
positivo	"<3 amor a vida <3	"
lixo	"<3 Sintonizados <3 Garota Safada  Nossos encontros são poucos, Mas o pouco é que é bom Fazemos coisas de louco até fora do comum por amor A vida só nos levou por caminhos diferentes Separou nossos corpos, mas nunca da mente apagou...  Mesmo distante sou capaz de lhe enxergar De ouvir a tua voz por me chamar Aí quando eu te ligo você diz: ""Tava sentido a mesma coisa"" Meu coração está com o teu sintonizado Contando as horas pra está lado a lado Eu não sei e você também não consegue me tirar do peito  Não tem distância nem fronteiras pro amor O nosso teve desencontro, mas ficou Guardado na nossa memória O encanto pra sempre... (2x)	"
neutro	"1° vez q assistindo  AMOR A VIDA !!!	"
positivo	"A amor a vida ta babado.kkkkkkk	"
neutro	"A música do cantor bruno Mars chamada When I Was Your Man tema do casal Bruno e Paloma da novela amor a vida tá fazendo o maior sucesso, fazendo algumas bandas fazerem a versão dela, na opinião de vocês, qual a versão mas bonita?  BANDA FASCÍNIO COM DIEGO RIOS (TENHO QUE ACEITAR): http://www.youtube.com/watch?v=iwIyKZpCGmE  BANDA MALLA 100 ALÇA COM MARCELO MELLO  (VOLTA VEM ME VER): http://www.youtube.com/watch?v=AbOLUYH9NKw  BANDA ENCANTUS COM CARLINHOS CAIÇARA (EU VOU SEMPRE AMAR VOCÊ): http://www.youtube.com/watch?v=nTFsHHBkFg8	"
neutro	"A novela amor a vida ta cheio de cobras.......sucuri, cascavel, anaconda eu odeio cobras ainda bem q onde estou morando nao tem nenhuma kkkkkkkkkkkkk	"
neutro	"A Sophia vai aparecer em Amor a vida hoje??? O.o tao dizendo que sim. É verdade?	"
neutro	"A torcida do nauticu esta saltitando de alegria!!  Felix da novela ""amor a vida"" confirmou presença na torcida alvirrubra amanhã!	"
negativo	"A vergonha a que se refere essa matéria é pelo fato de alguns médicos ao invés de estarem preocupados em salvar vidas, estão preocupados em ir ao aeroporto vaiar um colega q chega de outro país para atuar em áreas do Brasil que nenhum médico aceita ir, e pela foto parecem ser médicas jovens, aí vemos em que mãos está o futuro da saúde no Brasil, deveriam é admirar esses profissionais q com certeza amam muito a sua profissão para se sujeitarem a estar num país diferente fazendo um trabalho que os profissionais daqui rejeitam, isso sim e cumprir o juramento da medicina e amor a vida humana, que seja exemplo para esses médicos daqui.  http://www.brasil247.com/pt/247/saudeebemestar/112945/M%C3%A9dicos-brasileiros-envergonham-o-Pa%C3%ADs.htm	"
neutro	"Aí palhaço eu vou me casar com o milionário , eu sou inteligência pura .LOL ( Amor a vida ).	"
neutro	"aiiiiiiii ki odioooooo do bruno pk nao beijoooo a palomaaaaaaaa??????????????? #mega chateado#amor a vida # noveleiro	"
lixo	"Alma gêmea de minha alma Meu amor, toda amplidão Estrela serena e calma Pulsar do meu coração... A mais bela entre as flores Poema de meus amores Sinônimo de perfeição Juro-te amor eterno Minha Alma sempre amada... Sem você meu doce amor A vida não vale nada... Minha mulher querida Ès tudo na minha vida Anjo de sedução Alma gêmea de minha alma Beleza rara e sincera Flor da minha primavera Fonte de inspiração Quero viver contigo Num leito só de alegrias Ès a dona dos meus dias Da alma e do coração Se eu partir muito cedo Te peço não tenhas medo Não te deixarei ao léu Te esperarei entre flores Poema de meus amores Na claridade do céu... Alma gêmea de minha alma... Podem passar mil anos Ou toda a eternidade Mas a única verdade.. È que serei sempre teu... Te amo ...	"
